artist,score,category
Hans Werner Schmidt,0.51671976,digipa-med-impact
Harald Giersing,0.50410193,digipa-med-impact
Hariton Pushwagner,0.6556745,anime
Harold Elliott,0.4714101,digipa-low-impact
Harold Gilman,0.6445966,fineart
Harold Harvey,0.64464307,fineart
Harold McCauley,0.43760818,digipa-low-impact
Harold Sandys Williamson,0.5443646,fineart
Harold Shapinsky,0.5984175,fineart
Harold von Schmidt,0.6256755,fineart
Haroon Mirza,0.5252279,digipa-high-impact
Harriet Backer,0.7131594,fineart
Harriet Powers,0.48181778,digipa-med-impact
Harriet Zeitlin,0.5477388,digipa-high-impact
Harrington Mann,0.4345901,digipa-low-impact
Harrison Fisher,0.59952044,fineart
Harry Clarke,0.7688428,cartoon
Harry Morley,0.47836518,digipa-med-impact
Harry Shoulberg,0.5249456,digipa-med-impact
Harumi Hironaka,0.86914605,scribbles
Harvey Dunn,0.55663586,fineart
Harvey Kurtzman,0.64772683,cartoon
Harvey Pratt,0.51314723,digipa-med-impact
Harvey Quaytman,0.63613266,fineart
Hasegawa Settan,0.5647092,fareast
Hasegawa Tōhaku,0.66146004,anime
Hashimoto Gahō,0.61795104,fineart
Hasui Kawase,0.8040483,ukioe
Haukur Halldórsson,0.47275954,digipa-low-impact
Hayao Miyazaki,0.6800754,anime
Hayv Kahraman,0.69705284,fineart
Hedda Sterne,0.6011857,digipa-high-impact
Hein Gorny,0.4982776,digipa-med-impact
Heinrich Bichler,0.5770147,fineart
Heinrich Brocksieper,0.64469147,fineart
Heinrich Danioth,0.5390186,fineart
Heinrich Herzig,0.5574423,fineart
Heinrich Hofmann,0.56060636,fineart
Heinrich Kley,0.6641148,fineart
Heinrich Lefler,0.7048054,fineart
Heinrich Maria Davringhausen,0.6403986,fineart
Heinz Anger,0.45466962,digipa-low-impact
Heinz Edelman,0.49140438,digipa-med-impact
Heinz Edelmann,0.51325977,digipa-med-impact
Helen Berman,0.46614346,digipa-low-impact
Helen Binyon,0.59331006,digipa-high-impact
Helen Dahm,0.45804346,digipa-low-impact
Helen Edwards,0.48484707,digipa-med-impact
Helen Frankenthaler,0.81704986,scribbles
Helen Stevenson,0.454647,digipa-low-impact
Helen Thomas Dranga,0.45412368,digipa-low-impact
Helene Knoop,0.5567731,fineart
Helene Schjerfbeck,0.66333634,fineart
Helio Oiticica,0.6203739,digipa-high-impact
Helmut Federle,0.51201206,digipa-med-impact
Helmut Newton,0.44433144,digipa-low-impact
Hendrick Avercamp,0.65866685,fineart
Hendrick Bloemaert,0.64962655,fineart
Hendrick Cornelisz Vroom,0.63143134,digipa-high-impact
Hendrick Cornelisz. van Vliet,0.6851691,fineart
Hendrick Goltzius,0.69058937,fineart
Hendrick Goudt,0.6521433,fineart
Hendrick Terbrugghen,0.63773805,fineart
Hendrick van Balen,0.65754294,fineart
Hendrick van Streeck,0.670666,fineart
Hendrik Gerritsz Pot,0.67750573,fineart
Hendrik Goltzius,0.6843367,fineart
Hendrik Kerstens,0.55099905,digipa-high-impact
Hendrik Martenszoon Sorgh,0.5817126,fineart
Hendrik van Steenwijk I,0.65086293,fineart
Hendrik van Steenwijk II,0.6623777,fineart
Hendrik Willem Mesdag,0.6762745,fineart
Henning Jakob Henrik Lund,0.5147134,c
Henri Alphonse Barnoin,0.59465057,fineart
Henri Bellechose,0.5773891,fineart
Henri Biva,0.54013556,nudity
Henri Cartier-Bresson,0.7735415,black-white
Henri De Toulouse Lautrec,0.7294263,cartoon
Henri de Toulouse-Lautrec,0.76268333,scribbles
Henri Fantin Latour,0.72732764,fineart
Henri Harpignies,0.6611012,fineart
Henri Le Sidaner,0.70637953,fineart
Henri Matisse,0.76110923,scribbles
Henri Michaux,0.599607,fineart
Henri Rousseau,0.8049866,scribbles
Henri-Edmond Cross,0.7762994,fineart
Henri-Julien Dumont,0.571257,fineart
Henric Trenk,0.4412782,digipa-low-impact
Henricus Hondius II,0.6268505,fineart
Henriett Seth F.,0.6592273,fineart
Henriette Grindat,0.573179,fineart
Henriette Wyeth,0.57330644,digipa-high-impact
Henry Asencio,0.5915404,fineart
Henry B. Christian,0.52153796,fineart
Henry Bright,0.46150023,digipa-low-impact
Henry Carr,0.58397424,digipa-high-impact
Henry Fuseli,0.69147265,fineart
Henry Heerup,0.47190166,digipa-low-impact
Henry Justice Ford,0.51214355,fareast
Henry Lamb,0.63560975,fineart
Henry Macbeth-Raeburn,0.6213787,fineart
Henry Moore,0.59767926,nudity
Henry Moret,0.7274567,fineart
Henry O. Tanner,0.5736586,fineart
Henry Ossawa Tanner,0.68932164,fineart
Henry Otto Wix,0.54271996,fineart
Henry Raeburn,0.6155551,fineart
Henry Raleigh,0.5605958,fineart
Henry Scott Tuke,0.6286309,fineart
Henry Snell Gamley,0.62319934,fineart
Henry Tonks,0.56410825,fineart
Henry van de Velde,0.64838886,fineart
Henry Wallis,0.63478243,fineart
Henry Woods,0.506811,digipa-med-impact
Henryk Rodakowski,0.542589,fineart
Henryk Siemiradzki,0.56721973,fineart
Henryk Stażewski,0.5945748,fineart
Herb Ritts,0.51471305,scribbles
Herbert Abrams,0.5507507,digipa-high-impact
Herbert Bayer,0.7094297,scribbles
Herbert James Gunn,0.6210927,fineart
Herbert List,0.68455493,black-white
Herbert MacNair,0.6719506,scribbles
Hercules Seghers,0.62957174,fineart
Herman Saftleven,0.6732188,digipa-high-impact
Herman van Swanevelt,0.5168748,digipa-med-impact
Hermann Feierabend,0.5346168,digipa-high-impact
Hermann Rüdisühli,0.56104004,digipa-high-impact
Hermenegildo Anglada Camarasa,0.7214374,nudity
Hermione Hammond,0.48845994,digipa-med-impact
Herve Groussin,0.40050638,digipa-low-impact
Hervé Guibert,0.55973417,black-white
Hew Lorimer,0.43035403,digipa-low-impact
Hidari Jingorō,0.63388014,fareast
Hideyuki Kikuchi,0.544193,fareast
Hieronim Bosch,0.7359308,scribbles
Hieronymous Bosch,0.73453265,scribbles
Hieronymus Bosch,0.7369955,scribbles
Hikari Shimoda,0.7104546,weird
Hilda Annetta Walker,0.5675261,digipa-high-impact
Hilda May Gordon,0.5817449,fineart
Hilma AF Klint,0.71643853,scribbles
Hilma af Klint,0.71643853,scribbles
Hirohiko Araki,0.6914078,anime
Hiromitsu Takahashi,0.5805599,fareast
Hiromu Arakawa,0.64371413,anime
Hiroshi Honda,0.60507596,digipa-high-impact
Hiroshi Nagai,0.847129,cartoon
Hiroshi Sugimoto,0.6497892,digipa-high-impact
Hiroshi Yoshida,0.73787534,ukioe
Hiroshige,0.93995106,ukioe
Hiroyuki Tajima,0.5816242,fareast
Hishida Shunsō,0.751617,fareast
Hishikawa Moronobu,0.7794119,ukioe
Hisui Sugiura,0.603034,fareast
Hokusai,0.85046995,ukioe
Honor C. Appleton,0.5428735,digipa-high-impact
Honoré Daumier,0.74767774,scribbles
Hope Gangloff,0.729082,scribbles
Horace Vernet,0.65729,fineart
Horatio McCulloch,0.53244334,digipa-high-impact
Horatio Nelson Poole,0.5982614,fineart
Horst Antes,0.4384303,digipa-low-impact
Hovsep Pushman,0.5937487,fineart
Howard Arkley,0.8103746,scribbles
Howard Butterworth,0.4974621,digipa-med-impact
Howard Chandler Christy,0.5702813,nudity
Howard Chaykin,0.7213998,cartoon
Howard Finster,0.81333554,scribbles
Howard Hodgkin,0.8808578,scribbles
Howard Kanovitz,0.4345178,digipa-low-impact
Howard Knotts,0.5122062,digipa-med-impact
Howard Lyon,0.5862271,fineart
Howard Mehring,0.5917471,fineart
Howard Pyle,0.70979863,fineart
Howardena Pindell,0.7686921,n
Hristofor Zhefarovich,0.457089,fineart
Hristofor Žefarović,0.4837008,digipa-med-impact
Hsiao-Ron Cheng,0.7090618,scribbles
Hu Jieqing,0.45889485,fareast
Hu Zaobin,0.5510481,fareast
Huang Binhong,0.56841767,fineart
Huang Ding,0.45233482,fareast
Huang Gongwang,0.47269204,fareast
Huang Guangjian,0.49286693,fareast
Huang Ji,0.48611963,fareast
Huang Tingjian,0.6290358,fareast
Hubert Robert,0.6863421,fineart
Hubert van Eyck,0.6281529,fineart
Hubert van Ravesteyn,0.61489964,fineart
Hubert von Herkomer,0.6288955,fineart
Hugh Adam Crawford,0.55000615,digipa-high-impact
Hugh Ferriss,0.72443527,black-white
Hugh Kretschmer,0.45171157,digipa-low-impact
Hugh William Williams,0.5291014,digipa-high-impact
Hugo Anton Fisher,0.4793551,digipa-med-impact
Hugo Heyrman,0.48213717,digipa-med-impact
Hugo Kārlis Grotuss,0.5818766,fineart
Hugo Scheiber,0.50004864,digipa-med-impact
Hugo Simberg,0.68031186,fineart
Hugo Sánchez Bonilla,0.61978436,digipa-high-impact
Hugo van der Goes,0.63822484,fineart
Hundertwasser,0.7377672,fineart
Hyacinthe Rigaud,0.67717785,fineart
I Ketut Soki,0.58801544,digipa-high-impact
Iain Faulkner,0.62376785,fineart
Ian Fairweather,0.46878594,digipa-low-impact
Ian Hamilton Finlay,0.5887713,fineart
Ian McQue,0.5342066,digipa-high-impact
Ian Miller,0.42153555,fareast
Ib Eisner,0.61016303,digipa-high-impact
Ibrahim Kodra,0.43471518,digipa-low-impact
Ida Rentoul Outhwaite,0.84275174,scribbles
Ignacio Bazan-Lazcano,0.5757512,fineart
Ignacio Zuloaga,0.6151608,fineart
Ignacy Witkiewicz,0.6042259,fineart
Ignat Bednarik,0.4438085,digipa-low-impact
Igor Morski,0.5936732,digipa-high-impact
Igor Zenin,0.58159757,digipa-high-impact
Ike no Taiga,0.5795857,anime
Ikuo Hirayama,0.5570225,digipa-high-impact
Ilya Glazunov,0.6813533,fineart
Ilya Kuvshinov,0.5805521,special
Ilya Ostroukhov,0.5668801,fineart
Ilya Repin,0.6313043,fineart
Ilya Yefimovich Repin,0.62491584,fineart
Incarcerated Jerkfaces,0.5488423,digipa-high-impact
Ingrid Baars,0.58558,digipa-high-impact
Inio Asano,0.6965007,anime
Inoue Naohisa,0.5809933,fareast
Irma Stern,0.66580737,fineart
Iryna Yermolova,0.663623,fineart
Isaac Cordal,0.71046066,weird
Isaac Levitan,0.6503356,fineart
Ismail Inceoglu,0.72561014,special
Istvan Banyai,0.4947369,digipa-med-impact
Itō Jakuchū,0.6570199,digipa-high-impact
Ivan Aivazovsky,0.64588225,fineart
Ivan Albright,0.6289551,fineart
Ivan Bilibin,0.77720606,fineart
Ivan Shishkin,0.6734136,fineart
Iwan Baan,0.4806739,digipa-med-impact
J. J. Grandville,0.7321584,fineart
J.C. Leyendecker,0.5791972,fineart
J.M.W. Turner,0.65582645,fineart
Jacek Yerka,0.58198756,fineart
Jack Butler Yeats,0.7661406,fineart
Jack Davis,0.5775291,fineart
Jack Gaughan,0.79443675,scribbles
Jack Kirby,0.6467424,cartoon
Jackson Pollock,0.71222305,scribbles
Jacob Hashimoto,0.7186867,digipa-high-impact
Jacob Lawrence,0.76330304,scribbles
Jacob van Ruisdael,0.7047918,fineart
Jacques Le Moyne,0.5948843,fineart
Jacques Nathan-Garamond,0.52144086,digipa-med-impact
Jakub Różalski,0.5154904,digipa-med-impact
James Abbott McNeill Whistler,0.69836813,fineart
James C Christensen,0.55837405,fineart
James Ensor,0.70781446,scribbles
James Gilleard,0.6849431,cartoon
James Gillray,0.6871335,fineart
James Gurney,0.46740666,digipa-low-impact
James Jean,0.5457318,digipa-high-impact
James Montgomery Flagg,0.56974065,fineart
James Stokoe,0.5015107,digipa-med-impact
James Thomas Watts,0.5959548,fineart
James Tissot,0.6623415,fineart
James Turrell,0.5853901,digipa-high-impact
Jamie Baldridge,0.6546651,digipa-high-impact
Jamie Hawkesworth,0.706914,digipa-high-impact
Jamie Hewlett,0.7680373,scribbles
Jamie McKelvie,0.44696707,digipa-low-impact
Jamini Roy,0.8212199,scribbles
Jan Brett,0.6144608,fineart
Jan Luyken,0.52985555,fineart
Jan Pietersz Saenredam,0.59472525,fineart
Jan Van Eyck,0.7360621,fineart
Jan van Kessel the Elder,0.70040506,fineart
Jane Graverol,0.47655866,digipa-med-impact
Jane Newland,0.7837676,scribbles
Janek Sedlar,0.7993992,fineart
Jasmine Becket-Griffith,0.6365083,digipa-high-impact
Jason A. Engle,0.542821,fineart
Jason Edmiston,0.62405366,fineart
Jasper Johns,0.74395454,scribbles
Jaume Plensa,0.7756799,weird
Jaya Suberg,0.5372893,digipa-high-impact
JC Leyendecker,0.5620243,fineart
Jean Arp,0.7403873,scribbles
Jean Auguste Dominique Ingres,0.6746286,fineart
Jean Bourdichon,0.5670543,fineart
Jean Delville,0.7156771,fineart
Jean Dubuffet,0.7744374,scribbles
Jean Fouquet,0.7235963,fineart
Jean Giraud,0.6279888,fineart
Jean Jullien,0.816437,scribbles
Jean Marc Nattier,0.60987425,fineart
Jean Metzinger,0.88056004,scribbles
Jean Nouvel,0.4888183,digipa-med-impact
Jean-Antoine Watteau,0.71061164,fineart
Jean-Baptiste Monge,0.5758537,fineart
Jean-François Millet,0.7045456,fineart
Jean-Honoré Fragonard,0.6518248,fineart
Jean-Louis Prevost,0.5966897,fineart
Jean-Léon Gérôme,0.5954844,fineart
Jean-Michel Basquiat,0.90080947,scribbles
Jean-Paul Riopelle,0.72570604,fineart
Jeanloup Sieff,0.7196009,black-white
Jeannette Guichard-Bunel,0.5251578,digipa-high-impact
Jed Henry,0.43882954,digipa-low-impact
Jef Wu,0.43555313,digipa-low-impact
Jeff Easley,0.49344411,digipa-med-impact
Jeff Kinney,0.59372896,scribbles
Jeff Koons,0.5902637,digipa-high-impact
Jeff Legg,0.48249072,digipa-med-impact
Jeff Lemire,0.7422893,scribbles
Jeff Simpson,0.3959046,fineart
Jeff Wall,0.6162895,digipa-high-impact
Jeffrey Catherine Jones,0.7012148,cartoon
Jeffrey Smith art,0.56750107,fineart
Jeffrey T. Larson,0.61913544,fineart
Jenny Saville,0.5686633,fineart
JennyBird Alcantara,0.49165845,digipa-med-impact
Jeremiah Ketner,0.8075384,cartoon
Jeremy Geddes,0.57839495,digipa-high-impact
Jeremy Lipking,0.64123213,fineart
Jeremy Mann,0.557744,digipa-high-impact
Jerry Pinkney,0.6665478,fineart
Jerry Siegel,0.43458986,digipa-low-impact
Jerzy Duda-Gracz,0.5279943,digipa-high-impact
Jesper Ejsing,0.58782053,fineart
Jessica Rossier,0.54958373,special
Jessie Willcox Smith,0.73398125,fineart
Jhonen Vasquez,0.5216471,digipa-med-impact
Jillian Tamaki,0.7868066,scribbles
Jim Burns,0.3975072,digipa-low-impact
Jim Davis,0.54703003,digipa-high-impact
Jim Lee,0.46544096,digipa-low-impact
Jim Mahfood,0.6936606,cartoon
Jim Woodring,0.5625168,fineart
Jimmy Lawlor,0.4475271,fineart
Joachim Brohm,0.68601763,digipa-high-impact
Joan Miró,0.9169429,scribbles
Joan Tuset,0.5761051,fineart
Joao Ruas,0.6484134,fineart
Joaquín Sorolla,0.6409732,fineart
Joe Bowler,0.43413073,digipa-low-impact
Joe Fenton,0.6730916,scribbles
Joe Jusko,0.62156093,digipa-high-impact
Joe Madureira,0.6377177,special
Joe Webb,0.6714884,fineart
Joel Meyerowitz,0.65937585,digipa-high-impact
Joel Sternfeld,0.76456416,digipa-high-impact
Johann Wolfgang von Goethe,0.6429888,fineart
Johannes Itten,0.798481,scribbles
Johannes Vermeer,0.78931487,fineart
Johfra Bosschart,0.5919376,fineart
John Anster Fitzgerald,0.6644317,fineart
John Atkinson Grimshaw,0.7087531,fineart
John Bauer,0.6786695,fineart
John Berkey,0.63226986,fineart
John Blanche,0.586182,fineart
John Bratby,0.7122171,scribbles
John Cassaday,0.610949,fineart
John Constable,0.6907788,fineart
John Currin,0.5936216,fineart
John Duncan,0.6532379,fineart
John Frederick Kensett,0.61981744,fineart
John French Sloan,0.6362145,fineart
John Harris,0.47712502,fineart
John Howe,0.44144905,fineart
John Hoyland,0.8094592,fineart
John James Audubon,0.6279882,digipa-high-impact
John Kenn Mortensen,0.74758303,anime
John La Farge,0.65342575,fineart
John Lavery,0.64643383,fineart
John Martin,0.5376847,fineart
John Perceval,0.6650283,fineart
John Philip Falter,0.623418,cartoon
John Salminen,0.67498183,fineart
John Singer Sargent,0.6272487,fineart
John Singleton Copley,0.6264835,fineart
John Stezaker,0.6726847,black-white
John Totleben,0.60883725,fineart
John Wayne Gacy,0.72686327,scribbles
John Whitcomb,0.51523805,digipa-med-impact
John Wilhelm,0.48696536,digipa-med-impact
John William Waterhouse,0.677472,fineart
Jon Klassen,0.81773067,scribbles
Jon McCoy,0.4147122,digipa-low-impact
Jon Whitcomb,0.6046063,fineart
Jordan Grimmer,0.44948143,digipa-low-impact
Jorge Jacinto,0.58618563,fineart
Josan Gonzalez,0.6193469,cartoon
Josef Albers,0.7061394,scribbles
Joseph Cornell,0.75023884,nudity
Joseph Ducreux,0.65247905,digipa-high-impact
Joseph Lorusso,0.586858,fineart
Joseph Mallord William Turner,0.6834406,fineart
Joseph Stella,0.6166778,fineart
Josephine Wall,0.6973667,fineart
Josh Kao,0.45725146,fareast
Josh Keyes,0.53654516,digipa-high-impact
José Clemente Orozco,0.6693544,scribbles
Jovana Rikalo,0.47006977,digipa-low-impact
Juan Gris,0.7132987,scribbles
Judy Chicago,0.6952246,weird
Juergen Teller,0.56051147,digipa-high-impact
Jules Bastien-Lepage,0.69796044,fineart
Juliana Huxtable,0.5364195,n
Julie Bell,0.49962538,fineart
Julie Blackmon,0.72862685,c
Julie Mehretu,0.6748382,fineart
Julien Delval,0.47888556,digipa-med-impact
Julius Horsthuis,0.59037095,fineart
Jun Kaneko,0.8448367,scribbles
Junji Ito,0.7188978,anime
Justin Gerard,0.46685404,fineart
Józef Mehoffer,0.50760424,fineart
Kadir Nelson,0.5669006,n
Kaethe Butcher,0.80406916,scribbles
Kapwani Kiwanga,0.46917036,digipa-low-impact
Karel Appel,0.8529153,scribbles
Karel Thole,0.7305395,cartoon
Karen Wallis,0.5990094,fineart
Karl Blossfeldt,0.77652574,black-white
Karl Schmidt-Rottluff,0.88444495,scribbles
Karol Bak,0.6367705,fineart
Kate Beaton,0.53993124,digipa-high-impact
Kate Greenaway,0.72069687,fineart
Kathryn Morris Trotter,0.465856,digipa-low-impact
Kati Horna,0.71486115,black-white
Katsuhiro Otomo,0.746364,anime
Katsushika Hokusai,0.8887236,ukioe
Kawanabe Kyōsai,0.86612236,ukioe
Kaws,0.6470336,cartoon
Kay Nielsen,0.79385525,scribbles
Kay Sage,0.5614823,fineart
Kazimir Malevich,0.8356527,scribbles
Kazuo Koike,0.61438507,fineart
Kehinde Wiley,0.66218376,n
Keith Haring,0.9431302,weird
Keith Negley,0.8212553,scribbles
Kelly Freas,0.55476534,fineart
Kelly Mckernan,0.60047054,digipa-high-impact
Kelly Sue Deconnick,0.4919476,digipa-med-impact
Kelly Vivanco,0.6830933,scribbles
Ken Fairclough,0.56230986,digipa-high-impact
Ken Kelly,0.4304738,fineart
Ken Sugimori,0.6932626,anime
Kengo Kuma,0.6402023,digipa-high-impact
Kenne Gregoire,0.46421963,digipa-low-impact
Kent Monkman,0.63027304,fineart
Kentaro Miura,0.697743,anime
Kevin Sloan,0.5737548,fineart
Kieron Gillen,0.6035093,fineart
Kilian Eng,0.7468486,scribbles
Kim Jung Gi,0.6472225,cartoon
Kim Keever,0.6037775,digipa-high-impact
Kitagawa Utamaro,0.83333457,ukioe
Kitty Lange Kielland,0.7125735,fineart
Klaus Burgle,0.44295216,digipa-low-impact
Klaus Janson,0.64129144,cartoon
Klaus Wittmann,0.4670704,fineart
Kobayashi Kiyochika,0.6239368,anime
Konstantin Korovin,0.71188873,fineart
Konstantin Yuon,0.7081486,fineart
Koson Ohara,0.53635323,fineart
Krenz Cushart,0.59026587,special
Kris Kuksi,0.43938053,digipa-low-impact
Kuang Hong,0.5782304,digipa-high-impact
Kunisada,0.80493814,ukioe
Kurzgesagt,0.5043725,digipa-med-impact
Käthe Kollwitz,0.6947756,fineart
L. Birge Harrison,0.70989627,fineart
Lady Pink,0.5056634,digipa-high-impact
Larry Elmore,0.53032553,fineart
Larry Poons,0.73023695,fineart
Larry Sultan,0.59273386,digipa-high-impact
Laurel Burch,0.67766285,fineart
Laurent Grasso,0.5793272,fineart
Laurie Greasley,0.70072114,cartoon
Laurie Lipton,0.5201844,fineart
Lawren Harris,0.73331416,scribbles
Lee Krasner,0.71362555,scribbles
Lee Madgwick,0.6281731,fineart
Lee Quinones,0.4626683,digipa-low-impact
Leiji Matsumoto,0.66089404,anime
Leon Kossoff,0.67208946,fineart
Leonardo Da Vinci,0.6825216,fineart
Leonetto Cappiello,0.8087691,scribbles
Leonid Afremov,0.7163005,fineart
Leonora Carrington,0.73726475,scribbles
Les Edwards,0.42068473,fineart
Lesley Vance,0.5177536,digipa-med-impact
Leticia Gillett,0.44578317,digipa-low-impact
Liam Wong,0.7262276,special
Lisa Frank,0.7892591,cartoon
Lisa Keene,0.54570895,digipa-high-impact
Liu Ye,0.68760437,fineart
Liubov Sergeevna Popova,0.62325525,fineart
Lois van Baarle,0.6695091,scribbles
Lorena Alvarez Gómez,0.431683,digipa-low-impact
Lorenz Hideyoshi,0.56494075,fineart
Loretta Lux,0.56217635,digipa-high-impact
Lori Earley,0.43389612,digipa-low-impact
Louis Comfort Tiffany,0.7363504,fineart
Louis Glackens,0.7713224,fineart
Louis Icart,0.7195913,fineart
Louis Janmot,0.65298057,fineart
Louis Rhead,0.7318623,fineart
Louis Wain,0.702186,fineart
Louise Bourgeois,0.7206516,fineart
Louise Dahl-Wolfe,0.55120385,digipa-high-impact
Lovis Corinth,0.67913896,fineart
Lucas Cranach the Elder,0.71738195,fineart
Lucian Freud,0.6203146,nudity
Lucy Madox Brown,0.67032814,fineart
Ludwig Mies van der Rohe,0.6126692,fineart
Luis Royo,0.59566617,fineart
Lynd Ward,0.69958556,fineart
Lynda Barry,0.62154603,digipa-high-impact
Lynda Benglis,0.7006948,digipa-high-impact
Lyonel Feininger,0.84573764,scribbles
Lyubov Popova,0.7213024,scribbles
László Moholy-Nagy,0.771497,scribbles
M.C. Escher,0.7976657,scribbles
M.W. Kaluta,0.71612585,cartoon
Mab Graves,0.6668356,scribbles
Maginel Wright Enright Barney,0.6034306,nudity
Magnus Enckell,0.6801553,fineart
Makoto Shinkai,0.67610705,anime
Malcolm Liepke,0.6155646,fineart
Man Ray,0.6507145,scribbles
Mandy Disher,0.44219893,fineart
Mao Hamaguchi,0.7228292,scribbles
Marat Latypov,0.45811993,fineart
Marc Chagall,0.8868168,scribbles
Marc Davis,0.61837333,cartoon
Marc Simonetti,0.48602036,fineart
Marcin Jakubowski,0.4788583,digipa-med-impact
Marco Mazzoni,0.60970783,fineart
Margaret Brundage,0.5969077,fineart
Margaret Macdonald Mackintosh,0.75781375,fineart
Margaret Mee,0.5979592,fineart
Margaux Valonia,0.5217782,digipa-med-impact
Maria Pascual Alberich,0.4779718,fineart
Maria Sibylla Merian,0.7093275,fineart
Marianne North,0.6640104,fineart
Marianne von Werefkin,0.7475825,fineart
Marie Guillemine Benoist,0.61532974,fineart
Marie Spartali Stillman,0.71986604,fineart
Marius Borgeaud,0.7162446,scribbles
Marjane Satrapi,0.64076495,fineart
Mark Briscoe,0.69010437,fineart
Mark Brooks,0.4672415,fineart
Mark Keathley,0.4824056,fineart
Mark Lovett,0.43922082,digipa-low-impact
Mark Rothko,0.77294236,scribbles
Mark Ryden,0.69259655,fineart
Mark Seliger,0.4912073,digipa-med-impact
Marsden Hartley,0.8250993,scribbles
Martin Ansin,0.5294119,fineart
Martin Deschambault,0.44401115,digipa-low-impact
Martin John Heade,0.5926603,fineart
Martin Johnson Heade,0.59421235,fineart
Martin Kippenberger,0.72418386,scribbles
Martine Johanna,0.6256161,digipa-high-impact
Martiros Saryan,0.7844924,scribbles
Mary Anning,0.6588001,fineart
Mary Blair,0.845709,scribbles
Mary Cassatt,0.6980135,fineart
Masaaki Sasamoto,0.6597158,anime
Masamune Shirow,0.65592873,anime
Mat Collishaw,0.5870676,digipa-high-impact
Mati Klarwein,0.7066092,n
Matt Bors,0.83252287,scribbles
Matt Fraction,0.58463776,cartoon
Matt Groening,0.44518438,digipa-low-impact
Matthias Grünewald,0.6751779,fineart
Matthias Jung,0.66936135,digipa-high-impact
Maurice Sendak,0.7690118,cartoon
Max Beckmann,0.6884731,scribbles
Max Dupain,0.6661642,black-white
Max Ernst,0.69777006,fineart
Max Pechstein,0.65860206,scribbles
Max Weber,0.6664029,fineart
Maxfield Parrish,0.7280283,fineart
Maximilian Pirner,0.65280807,fineart
Maximilien Luce,0.74609685,fineart
Mead Schaeffer,0.6036558,fineart
Meryl McMaster,0.6129995,digipa-high-impact
Michael Carson,0.60039437,fineart
Michael Cheval,0.61138546,anime
Michael Deforge,0.8095954,scribbles
Michael Heizer,0.63555753,fineart
Michael Hutter,0.62479556,fineart
Michael Parkes,0.6133628,fineart
Michael Sowa,0.546285,fineart
Michael Whelan,0.4372847,digipa-low-impact
Michal Karcz,0.62154436,digipa-high-impact
Michal Lisowski,0.5505639,fineart
Michelangelo Buonarroti,0.6484401,fineart
Michelangelo Merisi Da Caravaggio,0.7094674,fineart
Mickalene Thomas,0.45433685,digipa-low-impact
Miho Hirano,0.6724092,anime
Mikalojus Konstantinas Ciurlionis,0.710677,scribbles
Mike Campau,0.47850558,digipa-med-impact
Mike Deodato,0.6061201,cartoon
Mike Mayhew,0.5765857,cartoon
Mike Mignola,0.642346,cartoon
Mike Winkelmann (Beeple),0.6510196,digipa-high-impact
Mike Worrall,0.56641084,fineart
Mikhail Larionov,0.7004066,fineart
Mikhail Nesterov,0.78814346,fineart
Mikhail Vrubel,0.70738363,fineart
Mikko Lagerstedt,0.591015,digipa-high-impact
Milo Manara,0.6471776,cartoon
Milton Avery,0.849746,scribbles
Milton Caniff,0.7905358,cartoon
Milton Glaser,0.7641823,scribbles
Miriam Schapiro,0.72026414,fineart
Moebius,0.53178746,digipa-high-impact
Mordecai Ardon,0.7648692,scribbles
Mort Kunstler,0.5433619,digipa-high-impact
Méret Oppenheim,0.66387725,digipa-high-impact
Nan Goldin,0.6046119,digipa-high-impact
Naoki Urasawa,0.7469665,anime
Naoko Takeuchi,0.80482674,anime
Naomi Okubo,0.5782754,fareast
Naoto Hattori,0.621745,fareast
Natalia Goncharova,0.74414873,scribbles
Nathan Coley,0.6365817,digipa-high-impact
Nathan Wirth,0.6436741,black-white
NC Wyeth,0.54382974,digipa-high-impact
Neil Welliver,0.68297863,nudity
NHK Animation,0.6907677,cartoon
Ni Chuanjing,0.46254826,fareast
Nicholas Roerich,0.76117516,scribbles
Nick Knight,0.51447505,digipa-med-impact
Nick Sharratt,0.73470485,scribbles
Nicola Samori,0.68747556,nudity
Nicolas de Stael,0.7802779,scribbles
Nicolas Delort,0.8261329,scribbles
Nicolas Mignard,0.6988214,fineart
Nikolai Ge,0.5973643,fineart
Nikolina Petolas,0.46318632,digipa-low-impact
Noah Bradley,0.44176096,digipa-low-impact
Nobuyoshi Araki,0.70108867,fareast
Noelle Stevenson,0.63159716,digipa-high-impact
Noriyoshi Ohrai,0.56690073,fineart
Norman Ackroyd,0.80788493,scribbles
Norman Bluhm,0.7692634,fineart
Norman Foster,0.4411899,digipa-low-impact
Norman Rockwell,0.6107638,fineart
Octavio Ocampo,0.72814554,scribbles
Odd Nerdrum,0.53551745,digipa-high-impact
Odilon Redon,0.72381747,scribbles
Ogawa Kazumasa,0.61427975,fareast
Ohara Koson,0.78132576,ukioe
Olafur Eliasson,0.48971075,digipa-med-impact
Oleg Oprisco,0.6707388,digipa-high-impact
Olga Skomorokhova,0.39401102,digipa-low-impact
Olivier Bonhomme,0.7063748,scribbles
Olivier Valsecchi,0.5324838,digipa-high-impact
Ollie Hoff,0.47240657,digipa-low-impact
Os Gemeos,0.6368859,digipa-high-impact
Osamu Tezuka,0.8005524,cartoon
